,year_month,volume,product,uf,unit
120,2015-06,6450.583,ÓLEO COMBUSTÍVEL,AM,m3
121,2016-06,2564.62,ÓLEO COMBUSTÍVEL,AM,m3
122,2017-06,2694.984,ÓLEO COMBUSTÍVEL,AM,m3
123,2018-06,2222.2,ÓLEO COMBUSTÍVEL,AM,m3
124,2019-06,2621.971,ÓLEO COMBUSTÍVEL,AM,m3
125,2020-06,2327.19,ÓLEO COMBUSTÍVEL,AM,m3
126,2000-07,30365.652,ÓLEO COMBUSTÍVEL,AM,m3
127,2001-07,31539.142,ÓLEO COMBUSTÍVEL,AM,m3
128,2002-07,30873.672,ÓLEO COMBUSTÍVEL,AM,m3
129,2003-07,39003.881,ÓLEO COMBUSTÍVEL,AM,m3
130,2004-07,40575.243,ÓLEO COMBUSTÍVEL,AM,m3
131,2005-07,35757.145,ÓLEO COMBUSTÍVEL,AM,m3
132,2006-07,58147.556,ÓLEO COMBUSTÍVEL,AM,m3
133,2007-07,76364.009,ÓLEO COMBUSTÍVEL,AM,m3
134,2008-07,79434.987,ÓLEO COMBUSTÍVEL,AM,m3
135,2009-07,86476.996,ÓLEO COMBUSTÍVEL,AM,m3
136,2010-07,99059.517,ÓLEO COMBUSTÍVEL,AM,m3
137,2011-07,37273.049,ÓLEO COMBUSTÍVEL,AM,m3
138,2012-07,41938.954,ÓLEO COMBUSTÍVEL,AM,m3
139,2013-07,22821.49,ÓLEO COMBUSTÍVEL,AM,m3
140,2014-07,20871.537,ÓLEO COMBUSTÍVEL,AM,m3
141,2015-07,4593.514,ÓLEO COMBUSTÍVEL,AM,m3
142,2016-07,2382.045,ÓLEO COMBUSTÍVEL,AM,m3
143,2017-07,2851.723,ÓLEO COMBUSTÍVEL,AM,m3
144,2018-07,2578.82,ÓLEO COMBUSTÍVEL,AM,m3
145,2019-07,4339.401,ÓLEO COMBUSTÍVEL,AM,m3
146,2020-07,2626.212,ÓLEO COMBUSTÍVEL,AM,m3
147,2000-08,24397.5,ÓLEO COMBUSTÍVEL,AM,m3
148,2001-08,31337.761,ÓLEO COMBUSTÍVEL,AM,m3
149,2002-08,35040.08,ÓLEO COMBUSTÍVEL,AM,m3
150,2003-08,44414.71,ÓLEO COMBUSTÍVEL,AM,m3
151,2004-08,40711.378,ÓLEO COMBUSTÍVEL,AM,m3
152,2005-08,35768.859,ÓLEO COMBUSTÍVEL,AM,m3
153,2006-08,56477.423,ÓLEO COMBUSTÍVEL,AM,m3
154,2007-08,81165.213,ÓLEO COMBUSTÍVEL,AM,m3
155,2008-08,84510.563,ÓLEO COMBUSTÍVEL,AM,m3
156,2009-08,103026.352,ÓLEO COMBUSTÍVEL,AM,m3
157,2010-08,99172.86,ÓLEO COMBUSTÍVEL,AM,m3
158,2011-08,44653.248,ÓLEO COMBUSTÍVEL,AM,m3
159,2012-08,50620.185,ÓLEO COMBUSTÍVEL,AM,m3
160,2013-08,21688.411,ÓLEO COMBUSTÍVEL,AM,m3
161,2014-08,15104.002,ÓLEO COMBUSTÍVEL,AM,m3
162,2015-08,6819.264,ÓLEO COMBUSTÍVEL,AM,m3
163,2016-08,3161.764,ÓLEO COMBUSTÍVEL,AM,m3
164,2017-08,2961.939,ÓLEO COMBUSTÍVEL,AM,m3
165,2018-08,3043.233,ÓLEO COMBUSTÍVEL,AM,m3
166,2019-08,3736.901,ÓLEO COMBUSTÍVEL,AM,m3
167,2020-08,2497.371,ÓLEO COMBUSTÍVEL,AM,m3
168,2000-09,31298.042,ÓLEO COMBUSTÍVEL,AM,m3
169,2001-09,36651.524,ÓLEO COMBUSTÍVEL,AM,m3
170,2002-09,34458.118,ÓLEO COMBUSTÍVEL,AM,m3
171,2003-09,34490.256,ÓLEO COMBUSTÍVEL,AM,m3
172,2004-09,42936.957,ÓLEO COMBUSTÍVEL,AM,m3
173,2005-09,36677.351,ÓLEO COMBUSTÍVEL,AM,m3
174,2006-09,56084.024,ÓLEO COMBUSTÍVEL,AM,m3
175,2007-09,76615.803,ÓLEO COMBUSTÍVEL,AM,m3
176,2008-09,82921.331,ÓLEO COMBUSTÍVEL,AM,m3
177,2009-09,110715.347,ÓLEO COMBUSTÍVEL,AM,m3
178,2010-09,99823.559,ÓLEO COMBUSTÍVEL,AM,m3
179,2011-09,37747.519,ÓLEO COMBUSTÍVEL,AM,m3
180,2012-09,37112.307,ÓLEO COMBUSTÍVEL,AM,m3
181,2013-09,29160.74,ÓLEO COMBUSTÍVEL,AM,m3
182,2014-09,18464.434,ÓLEO COMBUSTÍVEL,AM,m3
183,2015-09,6131.67,ÓLEO COMBUSTÍVEL,AM,m3
184,2016-09,2690.555,ÓLEO COMBUSTÍVEL,AM,m3
185,2017-09,2828.557,ÓLEO COMBUSTÍVEL,AM,m3
186,2018-09,2397.523,ÓLEO COMBUSTÍVEL,AM,m3
187,2019-09,3053.444,ÓLEO COMBUSTÍVEL,AM,m3
188,2020-09,2712.465,ÓLEO COMBUSTÍVEL,AM,m3
189,2000-10,38176.534,ÓLEO COMBUSTÍVEL,AM,m3
190,2001-10,31631.593,ÓLEO COMBUSTÍVEL,AM,m3
191,2002-10,34509.76,ÓLEO COMBUSTÍVEL,AM,m3
192,2003-10,32469.448,ÓLEO COMBUSTÍVEL,AM,m3
193,2004-10,38251.803,ÓLEO COMBUSTÍVEL,AM,m3
194,2005-10,35338.524,ÓLEO COMBUSTÍVEL,AM,m3
195,2006-10,63248.41,ÓLEO COMBUSTÍVEL,AM,m3
196,2007-10,76720.942,ÓLEO COMBUSTÍVEL,AM,m3
197,2008-10,84996.016,ÓLEO COMBUSTÍVEL,AM,m3
198,2009-10,112221.414,ÓLEO COMBUSTÍVEL,AM,m3
199,2010-10,68448.046,ÓLEO COMBUSTÍVEL,AM,m3
200,2011-10,45420.981,ÓLEO COMBUSTÍVEL,AM,m3
201,2012-10,37705.133,ÓLEO COMBUSTÍVEL,AM,m3
202,2013-10,20927.855,ÓLEO COMBUSTÍVEL,AM,m3
203,2014-10,17688.003,ÓLEO COMBUSTÍVEL,AM,m3
204,2015-10,2834.253,ÓLEO COMBUSTÍVEL,AM,m3
205,2016-10,3272.38,ÓLEO COMBUSTÍVEL,AM,m3
206,2017-10,3108.778,ÓLEO COMBUSTÍVEL,AM,m3
207,2018-10,2581.001,ÓLEO COMBUSTÍVEL,AM,m3
208,2019-10,3274.227,ÓLEO COMBUSTÍVEL,AM,m3
209,2000-11,28735.382,ÓLEO COMBUSTÍVEL,AM,m3
210,2001-11,34412.847,ÓLEO COMBUSTÍVEL,AM,m3
211,2002-11,34264.911,ÓLEO COMBUSTÍVEL,AM,m3
212,2003-11,43347.892,ÓLEO COMBUSTÍVEL,AM,m3
213,2004-11,41021.35,ÓLEO COMBUSTÍVEL,AM,m3
214,2005-11,32050.791,ÓLEO COMBUSTÍVEL,AM,m3
215,2006-11,62969.112,ÓLEO COMBUSTÍVEL,AM,m3
216,2007-11,75583.944,ÓLEO COMBUSTÍVEL,AM,m3
217,2008-11,75955.608,ÓLEO COMBUSTÍVEL,AM,m3
218,2009-11,111009.31,ÓLEO COMBUSTÍVEL,AM,m3
219,2010-11,50587.277,ÓLEO COMBUSTÍVEL,AM,m3
220,2011-11,35232.506,ÓLEO COMBUSTÍVEL,AM,m3
221,2012-11,35407.287,ÓLEO COMBUSTÍVEL,AM,m3
222,2013-11,19926.608,ÓLEO COMBUSTÍVEL,AM,m3
223,2014-11,13788.658,ÓLEO COMBUSTÍVEL,AM,m3
224,2015-11,6639.624,ÓLEO COMBUSTÍVEL,AM,m3
225,2016-11,3166.275,ÓLEO COMBUSTÍVEL,AM,m3
226,2017-11,2734.424,ÓLEO COMBUSTÍVEL,AM,m3
227,2018-11,2914.527,ÓLEO COMBUSTÍVEL,AM,m3
228,2019-11,3492.505,ÓLEO COMBUSTÍVEL,AM,m3
229,2000-12,37563.285,ÓLEO COMBUSTÍVEL,AM,m3
230,2001-12,33029.058,ÓLEO COMBUSTÍVEL,AM,m3
231,2002-12,34294.488,ÓLEO COMBUSTÍVEL,AM,m3
232,2003-12,45266.872,ÓLEO COMBUSTÍVEL,AM,m3
233,2004-12,37184.433,ÓLEO COMBUSTÍVEL,AM,m3
234,2005-12,31952.945,ÓLEO COMBUSTÍVEL,AM,m3
235,2006-12,69057.728,ÓLEO COMBUSTÍVEL,AM,m3
236,2007-12,73369.377,ÓLEO COMBUSTÍVEL,AM,m3
237,2008-12,70733.811,ÓLEO COMBUSTÍVEL,AM,m3
238,2009-12,100581.502,ÓLEO COMBUSTÍVEL,AM,m3
239,2010-12,60168.193,ÓLEO COMBUSTÍVEL,AM,m3
240,2011-12,34658.56,ÓLEO COMBUSTÍVEL,AM,m3
241,2012-12,36207.382,ÓLEO COMBUSTÍVEL,AM,m3
242,2013-12,24889.319,ÓLEO COMBUSTÍVEL,AM,m3
243,2014-12,19588.144,ÓLEO COMBUSTÍVEL,AM,m3
244,2015-12,3043.802,ÓLEO COMBUSTÍVEL,AM,m3
245,2016-12,2464.448,ÓLEO COMBUSTÍVEL,AM,m3
246,2017-12,2627.882,ÓLEO COMBUSTÍVEL,AM,m3
247,2018-12,2622.769,ÓLEO COMBUSTÍVEL,AM,m3
248,2019-12,3330.892,ÓLEO COMBUSTÍVEL,AM,m3
0,2000-01,50004.659,ÓLEO DIESEL,AM,m3
1,2001-01,36288.065,ÓLEO DIESEL,AM,m3
2,2002-01,42494.642,ÓLEO DIESEL,AM,m3
3,2003-01,37129.18,ÓLEO DIESEL,AM,m3
4,2004-01,45255.235,ÓLEO DIESEL,AM,m3
5,2005-01,64414.03,ÓLEO DIESEL,AM,m3
6,2006-01,66138.107,ÓLEO DIESEL,AM,m3
7,2007-01,50450.309,ÓLEO DIESEL,AM,m3
8,2008-01,51205.616,ÓLEO DIESEL,AM,m3
9,2009-01,62668.2,ÓLEO DIESEL,AM,m3
10,2010-01,69490.092,ÓLEO DIESEL,AM,m3
11,2011-01,102625.512,ÓLEO DIESEL,AM,m3
12,2012-01,98427.859,ÓLEO DIESEL,AM,m3
13,2013-01,106242.235,ÓLEO DIESEL,AM,m3
14,2014-01,102942.436,ÓLEO DIESEL,AM,m3
15,2015-01,101909.894,ÓLEO DIESEL,AM,m3
16,2016-01,78590.849,ÓLEO DIESEL,AM,m3
17,2017-01,57319.554,ÓLEO DIESEL,AM,m3
18,2018-01,93546.981,ÓLEO DIESEL,AM,m3
19,2019-01,91215.809,ÓLEO DIESEL,AM,m3
20,2020-01,70638.509,ÓLEO DIESEL,AM,m3
21,2000-02,48091.068,ÓLEO DIESEL,AM,m3
22,2001-02,34727.075,ÓLEO DIESEL,AM,m3
23,2002-02,38731.261,ÓLEO DIESEL,AM,m3
24,2003-02,36031.774,ÓLEO DIESEL,AM,m3
25,2004-02,44681.808,ÓLEO DIESEL,AM,m3
26,2005-02,54773.92,ÓLEO DIESEL,AM,m3
27,2006-02,58767.716,ÓLEO DIESEL,AM,m3
28,2007-02,47487.778,ÓLEO DIESEL,AM,m3
29,2008-02,53644.101,ÓLEO DIESEL,AM,m3
30,2009-02,55657.593,ÓLEO DIESEL,AM,m3
31,2010-02,72827.85,ÓLEO DIESEL,AM,m3
32,2011-02,100644.919,ÓLEO DIESEL,AM,m3
33,2012-02,97010.623,ÓLEO DIESEL,AM,m3
34,2013-02,101904.124,ÓLEO DIESEL,AM,m3
35,2014-02,100230.989,ÓLEO DIESEL,AM,m3
36,2015-02,81714.777,ÓLEO DIESEL,AM,m3
37,2016-02,77038.799,ÓLEO DIESEL,AM,m3
38,2017-02,61476.058,ÓLEO DIESEL,AM,m3
39,2018-02,83427.433,ÓLEO DIESEL,AM,m3
40,2019-02,74097.191,ÓLEO DIESEL,AM,m3
41,2020-02,59749.113,ÓLEO DIESEL,AM,m3
42,2000-03,48296.69,ÓLEO DIESEL,AM,m3
43,2001-03,36424.788,ÓLEO DIESEL,AM,m3
44,2002-03,45234.454,ÓLEO DIESEL,AM,m3
45,2003-03,37806.254,ÓLEO DIESEL,AM,m3
46,2004-03,47926.305,ÓLEO DIESEL,AM,m3
47,2005-03,67068.2,ÓLEO DIESEL,AM,m3
48,2006-03,63322.163,ÓLEO DIESEL,AM,m3
49,2007-03,54938.131,ÓLEO DIESEL,AM,m3
50,2008-03,57807.683,ÓLEO DIESEL,AM,m3
51,2009-03,59636.451,ÓLEO DIESEL,AM,m3
52,2010-03,98809.001,ÓLEO DIESEL,AM,m3
53,2011-03,104417.531,ÓLEO DIESEL,AM,m3
54,2012-03,100302.785,ÓLEO DIESEL,AM,m3
55,2013-03,108269.342,ÓLEO DIESEL,AM,m3
56,2014-03,99271.042,ÓLEO DIESEL,AM,m3
57,2015-03,91857.432,ÓLEO DIESEL,AM,m3
58,2016-03,80091.462,ÓLEO DIESEL,AM,m3
59,2017-03,65452.898,ÓLEO DIESEL,AM,m3
60,2018-03,94672.518,ÓLEO DIESEL,AM,m3
61,2019-03,78137.947,ÓLEO DIESEL,AM,m3
62,2020-03,65862.581,ÓLEO DIESEL,AM,m3
63,2000-04,41858.34,ÓLEO DIESEL,AM,m3
64,2001-04,35950.661,ÓLEO DIESEL,AM,m3
65,2002-04,38957.068,ÓLEO DIESEL,AM,m3
66,2003-04,37884.921,ÓLEO DIESEL,AM,m3
67,2004-04,51008.538,ÓLEO DIESEL,AM,m3
68,2005-04,54935.017,ÓLEO DIESEL,AM,m3
69,2006-04,57172.278,ÓLEO DIESEL,AM,m3
70,2007-04,54409.836,ÓLEO DIESEL,AM,m3
71,2008-04,57983.003,ÓLEO DIESEL,AM,m3
72,2009-04,63129.844,ÓLEO DIESEL,AM,m3
73,2010-04,89530.173,ÓLEO DIESEL,AM,m3
74,2011-04,102381.196,ÓLEO DIESEL,AM,m3
75,2012-04,103943.374,ÓLEO DIESEL,AM,m3
76,2013-04,114417.314,ÓLEO DIESEL,AM,m3
77,2014-04,103790.637,ÓLEO DIESEL,AM,m3
78,2015-04,100076.441,ÓLEO DIESEL,AM,m3
79,2016-04,77800.416,ÓLEO DIESEL,AM,m3
80,2017-04,71807.086,ÓLEO DIESEL,AM,m3
81,2018-04,96635.776,ÓLEO DIESEL,AM,m3
82,2019-04,84423.256,ÓLEO DIESEL,AM,m3
83,2020-04,56411.776,ÓLEO DIESEL,AM,m3
84,2000-05,43864.735,ÓLEO DIESEL,AM,m3
85,2001-05,38380.285,ÓLEO DIESEL,AM,m3
86,2002-05,41758.473,ÓLEO DIESEL,AM,m3
87,2003-05,38656.073,ÓLEO DIESEL,AM,m3
88,2004-05,47584.88,ÓLEO DIESEL,AM,m3
89,2005-05,62057.647,ÓLEO DIESEL,AM,m3
90,2006-05,56165.03,ÓLEO DIESEL,AM,m3
91,2007-05,55489.9,ÓLEO DIESEL,AM,m3
92,2008-05,57813.847,ÓLEO DIESEL,AM,m3
93,2009-05,62852.411,ÓLEO DIESEL,AM,m3
94,2010-05,98872.97,ÓLEO DIESEL,AM,m3
95,2011-05,106929.074,ÓLEO DIESEL,AM,m3
96,2012-05,111018.606,ÓLEO DIESEL,AM,m3
97,2013-05,112674.339,ÓLEO DIESEL,AM,m3
98,2014-05,125996.975,ÓLEO DIESEL,AM,m3
99,2015-05,83814.633,ÓLEO DIESEL,AM,m3
100,2016-05,91875.67,ÓLEO DIESEL,AM,m3
101,2017-05,97393.733,ÓLEO DIESEL,AM,m3
102,2018-05,64355.231,ÓLEO DIESEL,AM,m3
103,2019-05,81764.308,ÓLEO DIESEL,AM,m3
104,2020-05,57815.868,ÓLEO DIESEL,AM,m3
105,2000-06,35125.34,ÓLEO DIESEL,AM,m3
106,2001-06,38681.528,ÓLEO DIESEL,AM,m3
107,2002-06,41891.535,ÓLEO DIESEL,AM,m3
108,2003-06,37684.203,ÓLEO DIESEL,AM,m3
109,2004-06,49510.083,ÓLEO DIESEL,AM,m3
110,2005-06,69140.991,ÓLEO DIESEL,AM,m3
111,2006-06,53221.232,ÓLEO DIESEL,AM,m3
112,2007-06,56220.924,ÓLEO DIESEL,AM,m3
113,2008-06,63305.694,ÓLEO DIESEL,AM,m3
114,2009-06,65376.065,ÓLEO DIESEL,AM,m3
115,2010-06,97530.869,ÓLEO DIESEL,AM,m3
116,2011-06,111144.685,ÓLEO DIESEL,AM,m3
117,2012-06,115349.538,ÓLEO DIESEL,AM,m3
118,2013-06,112223.82,ÓLEO DIESEL,AM,m3
119,2014-06,102641.157,ÓLEO DIESEL,AM,m3
120,2015-06,86349.15,ÓLEO DIESEL,AM,m3
121,2016-06,91609.239,ÓLEO DIESEL,AM,m3
122,2017-06,102017.132,ÓLEO DIESEL,AM,m3
123,2018-06,85200.005,ÓLEO DIESEL,AM,m3
124,2019-06,75934.614,ÓLEO DIESEL,AM,m3
125,2020-06,62240.73,ÓLEO DIESEL,AM,m3
126,2000-07,34681.494,ÓLEO DIESEL,AM,m3
127,2001-07,38518.899,ÓLEO DIESEL,AM,m3
128,2002-07,41289.357,ÓLEO DIESEL,AM,m3
129,2003-07,40714.583,ÓLEO DIESEL,AM,m3
130,2004-07,56233.479,ÓLEO DIESEL,AM,m3
131,2005-07,70844.029,ÓLEO DIESEL,AM,m3
132,2006-07,54277.02,ÓLEO DIESEL,AM,m3
133,2007-07,61287.667,ÓLEO DIESEL,AM,m3
134,2008-07,64253.638,ÓLEO DIESEL,AM,m3
135,2009-07,75738.344,ÓLEO DIESEL,AM,m3
136,2010-07,103460.217,ÓLEO DIESEL,AM,m3
137,2011-07,116416.336,ÓLEO DIESEL,AM,m3
138,2012-07,118296.711,ÓLEO DIESEL,AM,m3
139,2013-07,123040.635,ÓLEO DIESEL,AM,m3
140,2014-07,114933.815,ÓLEO DIESEL,AM,m3
141,2015-07,87828.865,ÓLEO DIESEL,AM,m3
142,2016-07,91046.75,ÓLEO DIESEL,AM,m3
143,2017-07,100997.421,ÓLEO DIESEL,AM,m3
144,2018-07,99531.434,ÓLEO DIESEL,AM,m3
145,2019-07,85566.357,ÓLEO DIESEL,AM,m3
146,2020-07,70907.271,ÓLEO DIESEL,AM,m3
147,2000-08,36086.485,ÓLEO DIESEL,AM,m3
148,2001-08,42436.717,ÓLEO DIESEL,AM,m3
149,2002-08,47512.135,ÓLEO DIESEL,AM,m3
150,2003-08,40286.912,ÓLEO DIESEL,AM,m3
151,2004-08,65782.48,ÓLEO DIESEL,AM,m3
152,2005-08,81734.46,ÓLEO DIESEL,AM,m3
153,2006-08,64394.311,ÓLEO DIESEL,AM,m3
154,2007-08,67501.836,ÓLEO DIESEL,AM,m3
155,2008-08,64894.969,ÓLEO DIESEL,AM,m3
156,2009-08,78015.434,ÓLEO DIESEL,AM,m3
157,2010-08,111900.084,ÓLEO DIESEL,AM,m3
158,2011-08,130760.843,ÓLEO DIESEL,AM,m3
159,2012-08,129930.466,ÓLEO DIESEL,AM,m3
160,2013-08,121270.167,ÓLEO DIESEL,AM,m3
161,2014-08,97409.725,ÓLEO DIESEL,AM,m3
162,2015-08,110895.872,ÓLEO DIESEL,AM,m3
163,2016-08,109299.851,ÓLEO DIESEL,AM,m3
164,2017-08,103946.682,ÓLEO DIESEL,AM,m3
165,2018-08,103486.792,ÓLEO DIESEL,AM,m3
166,2019-08,93216.313,ÓLEO DIESEL,AM,m3
167,2020-08,64080.451,ÓLEO DIESEL,AM,m3
168,2000-09,37845.686,ÓLEO DIESEL,AM,m3
169,2001-09,42170.374,ÓLEO DIESEL,AM,m3
170,2002-09,25709.623,ÓLEO DIESEL,AM,m3
171,2003-09,43967.904,ÓLEO DIESEL,AM,m3
172,2004-09,72396.935,ÓLEO DIESEL,AM,m3
173,2005-09,80102.923,ÓLEO DIESEL,AM,m3
174,2006-09,57156.977,ÓLEO DIESEL,AM,m3
175,2007-09,74816.298,ÓLEO DIESEL,AM,m3
176,2008-09,64456.939,ÓLEO DIESEL,AM,m3
177,2009-09,81047.388,ÓLEO DIESEL,AM,m3
178,2010-09,106167.597,ÓLEO DIESEL,AM,m3
179,2011-09,118592.835,ÓLEO DIESEL,AM,m3
180,2012-09,125126.833,ÓLEO DIESEL,AM,m3
181,2013-09,113926.083,ÓLEO DIESEL,AM,m3
182,2014-09,119469.258,ÓLEO DIESEL,AM,m3
183,2015-09,93041.276,ÓLEO DIESEL,AM,m3
184,2016-09,86043.456,ÓLEO DIESEL,AM,m3
185,2017-09,103007.253,ÓLEO DIESEL,AM,m3
186,2018-09,92105.932,ÓLEO DIESEL,AM,m3
187,2019-09,84813.488,ÓLEO DIESEL,AM,m3
188,2020-09,64572.513,ÓLEO DIESEL,AM,m3
189,2000-10,37770.378,ÓLEO DIESEL,AM,m3
190,2001-10,45643.594,ÓLEO DIESEL,AM,m3
191,2002-10,46614.377,ÓLEO DIESEL,AM,m3
192,2003-10,50031.052,ÓLEO DIESEL,AM,m3
193,2004-10,69890.64,ÓLEO DIESEL,AM,m3
194,2005-10,77476.365,ÓLEO DIESEL,AM,m3
195,2006-10,57471.909,ÓLEO DIESEL,AM,m3
196,2007-10,64632.153,ÓLEO DIESEL,AM,m3
197,2008-10,69273.394,ÓLEO DIESEL,AM,m3
198,2009-10,93305.933,ÓLEO DIESEL,AM,m3
199,2010-10,109195.762,ÓLEO DIESEL,AM,m3
200,2011-10,121292.072,ÓLEO DIESEL,AM,m3
201,2012-10,130805.959,ÓLEO DIESEL,AM,m3
202,2013-10,123802.122,ÓLEO DIESEL,AM,m3
203,2014-10,111156.981,ÓLEO DIESEL,AM,m3
204,2015-10,101841.192,ÓLEO DIESEL,AM,m3
205,2016-10,76242.914,ÓLEO DIESEL,AM,m3
206,2017-10,94804.935,ÓLEO DIESEL,AM,m3
207,2018-10,107550.802,ÓLEO DIESEL,AM,m3
208,2019-10,89660.442,ÓLEO DIESEL,AM,m3
209,2000-11,38299.214,ÓLEO DIESEL,AM,m3
210,2001-11,43134.582,ÓLEO DIESEL,AM,m3
211,2002-11,26057.111,ÓLEO DIESEL,AM,m3
212,2003-11,46313.947,ÓLEO DIESEL,AM,m3
213,2004-11,76819.193,ÓLEO DIESEL,AM,m3
214,2005-11,76237.156,ÓLEO DIESEL,AM,m3
215,2006-11,66362.79,ÓLEO DIESEL,AM,m3
216,2007-11,57292.431,ÓLEO DIESEL,AM,m3
217,2008-11,64382.739,ÓLEO DIESEL,AM,m3
218,2009-11,89318.302,ÓLEO DIESEL,AM,m3
219,2010-11,121185.329,ÓLEO DIESEL,AM,m3
220,2011-11,113673.27,ÓLEO DIESEL,AM,m3
221,2012-11,119942.732,ÓLEO DIESEL,AM,m3
222,2013-11,101785.183,ÓLEO DIESEL,AM,m3
223,2014-11,102990.843,ÓLEO DIESEL,AM,m3
224,2015-11,97151.523,ÓLEO DIESEL,AM,m3
225,2016-11,65513.296,ÓLEO DIESEL,AM,m3
226,2017-11,88620.173,ÓLEO DIESEL,AM,m3
227,2018-11,102904.64,ÓLEO DIESEL,AM,m3
228,2019-11,75265.388,ÓLEO DIESEL,AM,m3
229,2000-12,34028.685,ÓLEO DIESEL,AM,m3
230,2001-12,38963.18,ÓLEO DIESEL,AM,m3
231,2002-12,40109.902,ÓLEO DIESEL,AM,m3
232,2003-12,49015.647,ÓLEO DIESEL,AM,m3
233,2004-12,71051.486,ÓLEO DIESEL,AM,m3
234,2005-12,71375.662,ÓLEO DIESEL,AM,m3
235,2006-12,59727.015,ÓLEO DIESEL,AM,m3
236,2007-12,58684.826,ÓLEO DIESEL,AM,m3
237,2008-12,71379.444,ÓLEO DIESEL,AM,m3
238,2009-12,86633.457,ÓLEO DIESEL,AM,m3
239,2010-12,107677.728,ÓLEO DIESEL,AM,m3
240,2011-12,119433.222,ÓLEO DIESEL,AM,m3
241,2012-12,105576.868,ÓLEO DIESEL,AM,m3
242,2013-12,106909.755,ÓLEO DIESEL,AM,m3
243,2014-12,114102.042,ÓLEO DIESEL,AM,m3
244,2015-12,99279.044,ÓLEO DIESEL,AM,m3
245,2016-12,79448.085,ÓLEO DIESEL,AM,m3
246,2017-12,101534.842,ÓLEO DIESEL,AM,m3
247,2018-12,86401.13,ÓLEO DIESEL,AM,m3
248,2019-12,67019.125,ÓLEO DIESEL,AM,m3
0,2000-01,10000.236,QUEROSENE DE AVIAÇÃO,AM,m3
1,2001-01,10220.041,QUEROSENE DE AVIAÇÃO,AM,m3
2,2002-01,10862.002,QUEROSENE DE AVIAÇÃO,AM,m3
3,2003-01,10930.446,QUEROSENE DE AVIAÇÃO,AM,m3
4,2004-01,10692.018,QUEROSENE DE AVIAÇÃO,AM,m3
5,2005-01,11325.584,QUEROSENE DE AVIAÇÃO,AM,m3
6,2006-01,10488.566,QUEROSENE DE AVIAÇÃO,AM,m3
7,2007-01,13033.835,QUEROSENE DE AVIAÇÃO,AM,m3
8,2008-01,14475.064,QUEROSENE DE AVIAÇÃO,AM,m3
9,2009-01,12012.053,QUEROSENE DE AVIAÇÃO,AM,m3
10,2010-01,14843.391,QUEROSENE DE AVIAÇÃO,AM,m3
11,2011-01,16358.158,QUEROSENE DE AVIAÇÃO,AM,m3
12,2012-01,16562.297,QUEROSENE DE AVIAÇÃO,AM,m3
13,2013-01,15726.792,QUEROSENE DE AVIAÇÃO,AM,m3
14,2014-01,15126.805,QUEROSENE DE AVIAÇÃO,AM,m3
15,2015-01,15296.222,QUEROSENE DE AVIAÇÃO,AM,m3
16,2016-01,13122.725,QUEROSENE DE AVIAÇÃO,AM,m3
17,2017-01,11832.625,QUEROSENE DE AVIAÇÃO,AM,m3
18,2018-01,11690.954,QUEROSENE DE AVIAÇÃO,AM,m3
19,2019-01,12488.037,QUEROSENE DE AVIAÇÃO,AM,m3
20,2020-01,13707.576,QUEROSENE DE AVIAÇÃO,AM,m3
21,2000-02,8954.767,QUEROSENE DE AVIAÇÃO,AM,m3
22,2001-02,9207.562,QUEROSENE DE AVIAÇÃO,AM,m3
23,2002-02,10032.837,QUEROSENE DE AVIAÇÃO,AM,m3
24,2003-02,10929.636,QUEROSENE DE AVIAÇÃO,AM,m3
25,2004-02,10853.234,QUEROSENE DE AVIAÇÃO,AM,m3
26,2005-02,10184.073,QUEROSENE DE AVIAÇÃO,AM,m3
27,2006-02,9295.665,QUEROSENE DE AVIAÇÃO,AM,m3
28,2007-02,11182.879,QUEROSENE DE AVIAÇÃO,AM,m3
29,2008-02,13392.401,QUEROSENE DE AVIAÇÃO,AM,m3
30,2009-02,11142.646,QUEROSENE DE AVIAÇÃO,AM,m3
31,2010-02,14153.056,QUEROSENE DE AVIAÇÃO,AM,m3
32,2011-02,14483.822,QUEROSENE DE AVIAÇÃO,AM,m3
33,2012-02,17307.736,QUEROSENE DE AVIAÇÃO,AM,m3
34,2013-02,13177.586,QUEROSENE DE AVIAÇÃO,AM,m3
35,2014-02,13704.437,QUEROSENE DE AVIAÇÃO,AM,m3
36,2015-02,13422.323,QUEROSENE DE AVIAÇÃO,AM,m3
37,2016-02,11118.872,QUEROSENE DE AVIAÇÃO,AM,m3
38,2017-02,9858.156,QUEROSENE DE AVIAÇÃO,AM,m3
39,2018-02,10094.322,QUEROSENE DE AVIAÇÃO,AM,m3
40,2019-02,11131.057,QUEROSENE DE AVIAÇÃO,AM,m3
41,2020-02,11986.504,QUEROSENE DE AVIAÇÃO,AM,m3
42,2000-03,9488.09,QUEROSENE DE AVIAÇÃO,AM,m3
43,2001-03,11481.122,QUEROSENE DE AVIAÇÃO,AM,m3
44,2002-03,11902.893,QUEROSENE DE AVIAÇÃO,AM,m3
45,2003-03,11604.576,QUEROSENE DE AVIAÇÃO,AM,m3
46,2004-03,11803.42,QUEROSENE DE AVIAÇÃO,AM,m3
47,2005-03,12859.547,QUEROSENE DE AVIAÇÃO,AM,m3
48,2006-03,12714.445,QUEROSENE DE AVIAÇÃO,AM,m3
49,2007-03,13055.911,QUEROSENE DE AVIAÇÃO,AM,m3
