,year_month,volume,product,uf,unit
0,2000-01,501.46,ETANOL HIDRATADO,AC,m3
1,2001-01,431.293,ETANOL HIDRATADO,AC,m3
2,2002-01,310.475,ETANOL HIDRATADO,AC,m3
3,2003-01,250.298,ETANOL HIDRATADO,AC,m3
4,2004-01,296.791,ETANOL HIDRATADO,AC,m3
5,2005-01,302.707,ETANOL HIDRATADO,AC,m3
6,2006-01,344.304,ETANOL HIDRATADO,AC,m3
7,2007-01,447.509,ETANOL HIDRATADO,AC,m3
8,2008-01,687.07,ETANOL HIDRATADO,AC,m3
9,2009-01,907.0,ETANOL HIDRATADO,AC,m3
10,2010-01,802.0,ETANOL HIDRATADO,AC,m3
11,2011-01,1011.01,ETANOL HIDRATADO,AC,m3
12,2012-01,453.0,ETANOL HIDRATADO,AC,m3
13,2013-01,448.0,ETANOL HIDRATADO,AC,m3
14,2014-01,575.0,ETANOL HIDRATADO,AC,m3
15,2015-01,408.0,ETANOL HIDRATADO,AC,m3
16,2016-01,799.0,ETANOL HIDRATADO,AC,m3
17,2017-01,671.8,ETANOL HIDRATADO,AC,m3
18,2018-01,618.21,ETANOL HIDRATADO,AC,m3
19,2019-01,544.5,ETANOL HIDRATADO,AC,m3
20,2020-01,662.639,ETANOL HIDRATADO,AC,m3
21,2000-02,453.62,ETANOL HIDRATADO,AC,m3
22,2001-02,386.539,ETANOL HIDRATADO,AC,m3
23,2002-02,305.591,ETANOL HIDRATADO,AC,m3
24,2003-02,316.076,ETANOL HIDRATADO,AC,m3
25,2004-02,296.274,ETANOL HIDRATADO,AC,m3
26,2005-02,264.717,ETANOL HIDRATADO,AC,m3
27,2006-02,317.695,ETANOL HIDRATADO,AC,m3
28,2007-02,345.895,ETANOL HIDRATADO,AC,m3
29,2008-02,571.319,ETANOL HIDRATADO,AC,m3
30,2009-02,845.0,ETANOL HIDRATADO,AC,m3
31,2010-02,406.47,ETANOL HIDRATADO,AC,m3
32,2011-02,894.013,ETANOL HIDRATADO,AC,m3
33,2012-02,413.0,ETANOL HIDRATADO,AC,m3
34,2013-02,475.0,ETANOL HIDRATADO,AC,m3
35,2014-02,467.015,ETANOL HIDRATADO,AC,m3
36,2015-02,339.0,ETANOL HIDRATADO,AC,m3
37,2016-02,673.5,ETANOL HIDRATADO,AC,m3
38,2017-02,609.5,ETANOL HIDRATADO,AC,m3
39,2018-02,574.411,ETANOL HIDRATADO,AC,m3
40,2019-02,470.0,ETANOL HIDRATADO,AC,m3
41,2020-02,603.672,ETANOL HIDRATADO,AC,m3
42,2000-03,676.23,ETANOL HIDRATADO,AC,m3
43,2001-03,428.339,ETANOL HIDRATADO,AC,m3
44,2002-03,394.513,ETANOL HIDRATADO,AC,m3
45,2003-03,350.266,ETANOL HIDRATADO,AC,m3
46,2004-03,282.111,ETANOL HIDRATADO,AC,m3
47,2005-03,259.81,ETANOL HIDRATADO,AC,m3
48,2006-03,293.353,ETANOL HIDRATADO,AC,m3
49,2007-03,403.668,ETANOL HIDRATADO,AC,m3
50,2008-03,646.751,ETANOL HIDRATADO,AC,m3
51,2009-03,957.0,ETANOL HIDRATADO,AC,m3
52,2010-03,517.004,ETANOL HIDRATADO,AC,m3
53,2011-03,880.5,ETANOL HIDRATADO,AC,m3
54,2012-03,492.5,ETANOL HIDRATADO,AC,m3
55,2013-03,477.0,ETANOL HIDRATADO,AC,m3
56,2014-03,43.0,ETANOL HIDRATADO,AC,m3
57,2015-03,496.0,ETANOL HIDRATADO,AC,m3
58,2016-03,620.5,ETANOL HIDRATADO,AC,m3
59,2017-03,624.5,ETANOL HIDRATADO,AC,m3
60,2018-03,650.769,ETANOL HIDRATADO,AC,m3
61,2019-03,557.5,ETANOL HIDRATADO,AC,m3
62,2020-03,525.284,ETANOL HIDRATADO,AC,m3
63,2000-04,677.57,ETANOL HIDRATADO,AC,m3
64,2001-04,401.156,ETANOL HIDRATADO,AC,m3
65,2002-04,446.579,ETANOL HIDRATADO,AC,m3
66,2003-04,254.79,ETANOL HIDRATADO,AC,m3
67,2004-04,254.32,ETANOL HIDRATADO,AC,m3
68,2005-04,301.395,ETANOL HIDRATADO,AC,m3
69,2006-04,243.41,ETANOL HIDRATADO,AC,m3
70,2007-04,435.548,ETANOL HIDRATADO,AC,m3
71,2008-04,697.23,ETANOL HIDRATADO,AC,m3
72,2009-04,960.0,ETANOL HIDRATADO,AC,m3
73,2010-04,527.022,ETANOL HIDRATADO,AC,m3
74,2011-04,769.014,ETANOL HIDRATADO,AC,m3
75,2012-04,477.0,ETANOL HIDRATADO,AC,m3
76,2013-04,496.0,ETANOL HIDRATADO,AC,m3
77,2014-04,100.0,ETANOL HIDRATADO,AC,m3
78,2015-04,480.0,ETANOL HIDRATADO,AC,m3
79,2016-04,590.0,ETANOL HIDRATADO,AC,m3
80,2017-04,610.0,ETANOL HIDRATADO,AC,m3
81,2018-04,501.269,ETANOL HIDRATADO,AC,m3
82,2019-04,592.443,ETANOL HIDRATADO,AC,m3
83,2020-04,284.721,ETANOL HIDRATADO,AC,m3
84,2000-05,1466.73,ETANOL HIDRATADO,AC,m3
85,2001-05,426.557,ETANOL HIDRATADO,AC,m3
86,2002-05,411.013,ETANOL HIDRATADO,AC,m3
87,2003-05,252.638,ETANOL HIDRATADO,AC,m3
88,2004-05,336.51,ETANOL HIDRATADO,AC,m3
89,2005-05,312.26,ETANOL HIDRATADO,AC,m3
90,2006-05,286.33,ETANOL HIDRATADO,AC,m3
91,2007-05,474.409,ETANOL HIDRATADO,AC,m3
92,2008-05,763.361,ETANOL HIDRATADO,AC,m3
93,2009-05,968.0,ETANOL HIDRATADO,AC,m3
94,2010-05,503.0,ETANOL HIDRATADO,AC,m3
95,2011-05,967.0,ETANOL HIDRATADO,AC,m3
96,2012-05,514.485,ETANOL HIDRATADO,AC,m3
97,2013-05,523.0,ETANOL HIDRATADO,AC,m3
98,2014-05,353.0,ETANOL HIDRATADO,AC,m3
99,2015-05,458.0,ETANOL HIDRATADO,AC,m3
100,2016-05,473.0,ETANOL HIDRATADO,AC,m3
101,2017-05,625.0,ETANOL HIDRATADO,AC,m3
102,2018-05,544.446,ETANOL HIDRATADO,AC,m3
103,2019-05,729.611,ETANOL HIDRATADO,AC,m3
104,2020-05,209.907,ETANOL HIDRATADO,AC,m3
105,2000-06,350.57,ETANOL HIDRATADO,AC,m3
106,2001-06,445.531,ETANOL HIDRATADO,AC,m3
107,2002-06,361.629,ETANOL HIDRATADO,AC,m3
108,2003-06,226.971,ETANOL HIDRATADO,AC,m3
109,2004-06,256.842,ETANOL HIDRATADO,AC,m3
110,2005-06,342.282,ETANOL HIDRATADO,AC,m3
111,2006-06,304.197,ETANOL HIDRATADO,AC,m3
112,2007-06,453.899,ETANOL HIDRATADO,AC,m3
113,2008-06,808.29,ETANOL HIDRATADO,AC,m3
114,2009-06,1043.007,ETANOL HIDRATADO,AC,m3
115,2010-06,843.0,ETANOL HIDRATADO,AC,m3
116,2011-06,502.009,ETANOL HIDRATADO,AC,m3
117,2012-06,430.0,ETANOL HIDRATADO,AC,m3
118,2013-06,491.0,ETANOL HIDRATADO,AC,m3
119,2014-06,254.0,ETANOL HIDRATADO,AC,m3
120,2015-06,430.0,ETANOL HIDRATADO,AC,m3
121,2016-06,470.0,ETANOL HIDRATADO,AC,m3
122,2017-06,399.8,ETANOL HIDRATADO,AC,m3
123,2018-06,747.6,ETANOL HIDRATADO,AC,m3
124,2019-06,728.309,ETANOL HIDRATADO,AC,m3
125,2020-06,362.298,ETANOL HIDRATADO,AC,m3
126,2000-07,450.58,ETANOL HIDRATADO,AC,m3
127,2001-07,402.293,ETANOL HIDRATADO,AC,m3
128,2002-07,378.842,ETANOL HIDRATADO,AC,m3
129,2003-07,375.784,ETANOL HIDRATADO,AC,m3
130,2004-07,338.21,ETANOL HIDRATADO,AC,m3
131,2005-07,311.307,ETANOL HIDRATADO,AC,m3
132,2006-07,357.134,ETANOL HIDRATADO,AC,m3
133,2007-07,596.1,ETANOL HIDRATADO,AC,m3
134,2008-07,880.096,ETANOL HIDRATADO,AC,m3
135,2009-07,1056.0,ETANOL HIDRATADO,AC,m3
136,2010-07,776.0,ETANOL HIDRATADO,AC,m3
137,2011-07,1025.513,ETANOL HIDRATADO,AC,m3
138,2012-07,447.5,ETANOL HIDRATADO,AC,m3
139,2013-07,521.0,ETANOL HIDRATADO,AC,m3
140,2014-07,318.0,ETANOL HIDRATADO,AC,m3
141,2015-07,475.0,ETANOL HIDRATADO,AC,m3
142,2016-07,462.5,ETANOL HIDRATADO,AC,m3
143,2017-07,315.0,ETANOL HIDRATADO,AC,m3
144,2018-07,690.3,ETANOL HIDRATADO,AC,m3
145,2019-07,741.82,ETANOL HIDRATADO,AC,m3
146,2020-07,484.699,ETANOL HIDRATADO,AC,m3
147,2000-08,602.92,ETANOL HIDRATADO,AC,m3
148,2001-08,476.076,ETANOL HIDRATADO,AC,m3
149,2002-08,407.331,ETANOL HIDRATADO,AC,m3
150,2003-08,293.035,ETANOL HIDRATADO,AC,m3
151,2004-08,356.215,ETANOL HIDRATADO,AC,m3
152,2005-08,367.18,ETANOL HIDRATADO,AC,m3
153,2006-08,379.62,ETANOL HIDRATADO,AC,m3
154,2007-08,620.435,ETANOL HIDRATADO,AC,m3
155,2008-08,858.324,ETANOL HIDRATADO,AC,m3
156,2009-08,1089.0,ETANOL HIDRATADO,AC,m3
157,2010-08,553.0,ETANOL HIDRATADO,AC,m3
158,2011-08,542.5,ETANOL HIDRATADO,AC,m3
159,2012-08,581.5,ETANOL HIDRATADO,AC,m3
160,2013-08,489.5,ETANOL HIDRATADO,AC,m3
161,2014-08,288.0,ETANOL HIDRATADO,AC,m3
162,2015-08,443.5,ETANOL HIDRATADO,AC,m3
163,2016-08,571.607,ETANOL HIDRATADO,AC,m3
164,2017-08,476.5,ETANOL HIDRATADO,AC,m3
165,2018-08,802.5,ETANOL HIDRATADO,AC,m3
166,2019-08,637.768,ETANOL HIDRATADO,AC,m3
167,2020-08,598.948,ETANOL HIDRATADO,AC,m3
168,2000-09,530.749,ETANOL HIDRATADO,AC,m3
169,2001-09,427.034,ETANOL HIDRATADO,AC,m3
170,2002-09,457.891,ETANOL HIDRATADO,AC,m3
171,2003-09,373.15,ETANOL HIDRATADO,AC,m3
172,2004-09,332.159,ETANOL HIDRATADO,AC,m3
173,2005-09,361.324,ETANOL HIDRATADO,AC,m3
174,2006-09,377.71,ETANOL HIDRATADO,AC,m3
175,2007-09,620.256,ETANOL HIDRATADO,AC,m3
176,2008-09,835.147,ETANOL HIDRATADO,AC,m3
177,2009-09,1095.0,ETANOL HIDRATADO,AC,m3
178,2010-09,1201.0,ETANOL HIDRATADO,AC,m3
179,2011-09,479.0,ETANOL HIDRATADO,AC,m3
180,2012-09,519.5,ETANOL HIDRATADO,AC,m3
181,2013-09,469.0,ETANOL HIDRATADO,AC,m3
182,2014-09,295.0,ETANOL HIDRATADO,AC,m3
183,2015-09,575.0,ETANOL HIDRATADO,AC,m3
184,2016-09,710.0,ETANOL HIDRATADO,AC,m3
185,2017-09,501.5,ETANOL HIDRATADO,AC,m3
186,2018-09,911.805,ETANOL HIDRATADO,AC,m3
187,2019-09,657.657,ETANOL HIDRATADO,AC,m3
188,2020-09,791.094,ETANOL HIDRATADO,AC,m3
189,2000-10,573.478,ETANOL HIDRATADO,AC,m3
190,2001-10,304.12,ETANOL HIDRATADO,AC,m3
191,2002-10,449.576,ETANOL HIDRATADO,AC,m3
192,2003-10,318.967,ETANOL HIDRATADO,AC,m3
193,2004-10,326.736,ETANOL HIDRATADO,AC,m3
194,2005-10,381.192,ETANOL HIDRATADO,AC,m3
195,2006-10,361.654,ETANOL HIDRATADO,AC,m3
196,2007-10,654.753,ETANOL HIDRATADO,AC,m3
197,2008-10,930.33,ETANOL HIDRATADO,AC,m3
198,2009-10,1148.0,ETANOL HIDRATADO,AC,m3
199,2010-10,1012.0,ETANOL HIDRATADO,AC,m3
200,2011-10,512.5,ETANOL HIDRATADO,AC,m3
201,2012-10,437.0,ETANOL HIDRATADO,AC,m3
202,2013-10,510.83,ETANOL HIDRATADO,AC,m3
203,2014-10,308.0,ETANOL HIDRATADO,AC,m3
204,2015-10,1022.0,ETANOL HIDRATADO,AC,m3
205,2016-10,917.0,ETANOL HIDRATADO,AC,m3
206,2017-10,567.934,ETANOL HIDRATADO,AC,m3
207,2018-10,1089.705,ETANOL HIDRATADO,AC,m3
208,2019-10,770.136,ETANOL HIDRATADO,AC,m3
209,2000-11,304.511,ETANOL HIDRATADO,AC,m3
210,2001-11,365.333,ETANOL HIDRATADO,AC,m3
211,2002-11,288.457,ETANOL HIDRATADO,AC,m3
212,2003-11,294.107,ETANOL HIDRATADO,AC,m3
213,2004-11,318.206,ETANOL HIDRATADO,AC,m3
214,2005-11,341.663,ETANOL HIDRATADO,AC,m3
215,2006-11,407.279,ETANOL HIDRATADO,AC,m3
216,2007-11,683.406,ETANOL HIDRATADO,AC,m3
217,2008-11,858.259,ETANOL HIDRATADO,AC,m3
218,2009-11,963.0,ETANOL HIDRATADO,AC,m3
219,2010-11,1093.018,ETANOL HIDRATADO,AC,m3
220,2011-11,470.0,ETANOL HIDRATADO,AC,m3
221,2012-11,468.008,ETANOL HIDRATADO,AC,m3
222,2013-11,504.5,ETANOL HIDRATADO,AC,m3
223,2014-11,335.0,ETANOL HIDRATADO,AC,m3
224,2015-11,1062.0,ETANOL HIDRATADO,AC,m3
225,2016-11,639.8,ETANOL HIDRATADO,AC,m3
226,2017-11,618.934,ETANOL HIDRATADO,AC,m3
227,2018-11,787.264,ETANOL HIDRATADO,AC,m3
228,2019-11,675.736,ETANOL HIDRATADO,AC,m3
229,2000-12,565.885,ETANOL HIDRATADO,AC,m3
230,2001-12,277.093,ETANOL HIDRATADO,AC,m3
231,2002-12,214.524,ETANOL HIDRATADO,AC,m3
232,2003-12,346.58,ETANOL HIDRATADO,AC,m3
233,2004-12,358.679,ETANOL HIDRATADO,AC,m3
234,2005-12,453.697,ETANOL HIDRATADO,AC,m3
235,2006-12,463.24,ETANOL HIDRATADO,AC,m3
236,2007-12,637.813,ETANOL HIDRATADO,AC,m3
237,2008-12,975.473,ETANOL HIDRATADO,AC,m3
238,2009-12,921.0,ETANOL HIDRATADO,AC,m3
239,2010-12,1261.018,ETANOL HIDRATADO,AC,m3
240,2011-12,531.5,ETANOL HIDRATADO,AC,m3
241,2012-12,512.004,ETANOL HIDRATADO,AC,m3
242,2013-12,620.0,ETANOL HIDRATADO,AC,m3
243,2014-12,363.0,ETANOL HIDRATADO,AC,m3
244,2015-12,1196.0,ETANOL HIDRATADO,AC,m3
245,2016-12,676.8,ETANOL HIDRATADO,AC,m3
246,2017-12,728.028,ETANOL HIDRATADO,AC,m3
247,2018-12,615.111,ETANOL HIDRATADO,AC,m3
248,2019-12,797.536,ETANOL HIDRATADO,AC,m3
0,2000-01,3065.758,GASOLINA C,AC,m3
1,2001-01,3037.472,GASOLINA C,AC,m3
2,2002-01,3429.534,GASOLINA C,AC,m3
3,2003-01,3807.262,GASOLINA C,AC,m3
4,2004-01,3448.698,GASOLINA C,AC,m3
5,2005-01,3576.549,GASOLINA C,AC,m3
6,2006-01,3683.73,GASOLINA C,AC,m3
7,2007-01,4278.233,GASOLINA C,AC,m3
8,2008-01,5026.524,GASOLINA C,AC,m3
9,2009-01,5534.583,GASOLINA C,AC,m3
10,2010-01,6025.0,GASOLINA C,AC,m3
11,2011-01,7931.0,GASOLINA C,AC,m3
12,2012-01,8517.0,GASOLINA C,AC,m3
13,2013-01,9388.1,GASOLINA C,AC,m3
14,2014-01,10545.0,GASOLINA C,AC,m3
15,2015-01,12134.5,GASOLINA C,AC,m3
16,2016-01,9863.0,GASOLINA C,AC,m3
17,2017-01,10072.7,GASOLINA C,AC,m3
18,2018-01,10305.358,GASOLINA C,AC,m3
19,2019-01,10600.0,GASOLINA C,AC,m3
20,2020-01,11133.9,GASOLINA C,AC,m3
21,2000-02,3495.29,GASOLINA C,AC,m3
22,2001-02,2758.426,GASOLINA C,AC,m3
23,2002-02,3172.544,GASOLINA C,AC,m3
24,2003-02,2756.023,GASOLINA C,AC,m3
25,2004-02,3128.172,GASOLINA C,AC,m3
26,2005-02,3324.335,GASOLINA C,AC,m3
27,2006-02,3583.686,GASOLINA C,AC,m3
28,2007-02,3912.676,GASOLINA C,AC,m3
29,2008-02,4705.368,GASOLINA C,AC,m3
30,2009-02,5348.556,GASOLINA C,AC,m3
31,2010-02,6012.5,GASOLINA C,AC,m3
32,2011-02,7701.0,GASOLINA C,AC,m3
33,2012-02,8574.0,GASOLINA C,AC,m3
34,2013-02,9016.5,GASOLINA C,AC,m3
35,2014-02,9573.5,GASOLINA C,AC,m3
36,2015-02,9811.5,GASOLINA C,AC,m3
37,2016-02,10547.492,GASOLINA C,AC,m3
38,2017-02,9689.9,GASOLINA C,AC,m3
39,2018-02,9482.476,GASOLINA C,AC,m3
40,2019-02,9903.9,GASOLINA C,AC,m3
41,2020-02,10612.9,GASOLINA C,AC,m3
42,2000-03,2946.93,GASOLINA C,AC,m3
43,2001-03,3116.71,GASOLINA C,AC,m3
44,2002-03,3480.233,GASOLINA C,AC,m3
45,2003-03,2954.743,GASOLINA C,AC,m3
46,2004-03,3831.82,GASOLINA C,AC,m3
47,2005-03,3971.991,GASOLINA C,AC,m3
48,2006-03,4053.791,GASOLINA C,AC,m3
49,2007-03,4554.723,GASOLINA C,AC,m3
50,2008-03,5120.072,GASOLINA C,AC,m3
51,2009-03,5691.028,GASOLINA C,AC,m3
52,2010-03,7668.0,GASOLINA C,AC,m3
53,2011-03,9011.5,GASOLINA C,AC,m3
54,2012-03,9358.0,GASOLINA C,AC,m3
55,2013-03,9739.0,GASOLINA C,AC,m3
56,2014-03,10616.0,GASOLINA C,AC,m3
57,2015-03,11177.0,GASOLINA C,AC,m3
58,2016-03,11464.0,GASOLINA C,AC,m3
59,2017-03,11793.4,GASOLINA C,AC,m3
60,2018-03,11711.56,GASOLINA C,AC,m3
61,2019-03,10871.6,GASOLINA C,AC,m3
62,2020-03,10019.18,GASOLINA C,AC,m3
63,2000-04,3023.92,GASOLINA C,AC,m3
64,2001-04,3103.785,GASOLINA C,AC,m3
65,2002-04,3427.811,GASOLINA C,AC,m3
66,2003-04,3190.614,GASOLINA C,AC,m3
67,2004-04,4003.402,GASOLINA C,AC,m3
68,2005-04,3875.622,GASOLINA C,AC,m3
69,2006-04,3840.611,GASOLINA C,AC,m3
70,2007-04,4598.899,GASOLINA C,AC,m3
71,2008-04,5357.154,GASOLINA C,AC,m3
72,2009-04,5821.0,GASOLINA C,AC,m3
73,2010-04,7220.0,GASOLINA C,AC,m3
74,2011-04,8636.0,GASOLINA C,AC,m3
75,2012-04,9153.5,GASOLINA C,AC,m3
76,2013-04,10487.0,GASOLINA C,AC,m3
77,2014-04,10992.0,GASOLINA C,AC,m3
78,2015-04,11877.0,GASOLINA C,AC,m3
79,2016-04,11411.5,GASOLINA C,AC,m3
80,2017-04,10577.2,GASOLINA C,AC,m3
81,2018-04,11117.746,GASOLINA C,AC,m3
82,2019-04,11623.08,GASOLINA C,AC,m3
83,2020-04,9225.6,GASOLINA C,AC,m3
84,2000-05,3206.93,GASOLINA C,AC,m3
85,2001-05,3329.646,GASOLINA C,AC,m3
86,2002-05,3675.763,GASOLINA C,AC,m3
87,2003-05,3546.479,GASOLINA C,AC,m3
88,2004-05,3531.943,GASOLINA C,AC,m3
89,2005-05,4192.649,GASOLINA C,AC,m3
90,2006-05,4365.55,GASOLINA C,AC,m3
91,2007-05,4882.679,GASOLINA C,AC,m3
92,2008-05,5690.795,GASOLINA C,AC,m3
93,2009-05,5755.0,GASOLINA C,AC,m3
94,2010-05,7224.0,GASOLINA C,AC,m3
95,2011-05,8818.011,GASOLINA C,AC,m3
96,2012-05,10081.5,GASOLINA C,AC,m3
97,2013-05,10632.5,GASOLINA C,AC,m3
98,2014-05,10982.0,GASOLINA C,AC,m3
99,2015-05,11209.0,GASOLINA C,AC,m3
100,2016-05,11416.8,GASOLINA C,AC,m3
101,2017-05,11675.6,GASOLINA C,AC,m3
102,2018-05,11714.078,GASOLINA C,AC,m3
103,2019-05,11596.547,GASOLINA C,AC,m3
104,2020-05,8885.5,GASOLINA C,AC,m3
105,2000-06,3612.58,GASOLINA C,AC,m3
106,2001-06,3407.22,GASOLINA C,AC,m3
107,2002-06,3634.73,GASOLINA C,AC,m3
108,2003-06,3590.689,GASOLINA C,AC,m3
109,2004-06,3795.627,GASOLINA C,AC,m3
110,2005-06,4099.982,GASOLINA C,AC,m3
111,2006-06,4312.826,GASOLINA C,AC,m3
112,2007-06,5042.39,GASOLINA C,AC,m3
113,2008-06,5661.534,GASOLINA C,AC,m3
114,2009-06,6017.0,GASOLINA C,AC,m3
115,2010-06,7636.5,GASOLINA C,AC,m3
116,2011-06,8592.0,GASOLINA C,AC,m3
117,2012-06,9574.0,GASOLINA C,AC,m3
118,2013-06,9863.6,GASOLINA C,AC,m3
119,2014-06,10869.75,GASOLINA C,AC,m3
120,2015-06,11974.5,GASOLINA C,AC,m3
121,2016-06,11265.81,GASOLINA C,AC,m3
122,2017-06,11746.0,GASOLINA C,AC,m3
123,2018-06,10066.0,GASOLINA C,AC,m3
124,2019-06,10467.575,GASOLINA C,AC,m3
125,2020-06,10303.7,GASOLINA C,AC,m3
126,2000-07,3264.46,GASOLINA C,AC,m3
127,2001-07,3304.844,GASOLINA C,AC,m3
128,2002-07,3958.547,GASOLINA C,AC,m3
129,2003-07,4104.184,GASOLINA C,AC,m3
130,2004-07,4196.923,GASOLINA C,AC,m3
131,2005-07,4356.252,GASOLINA C,AC,m3
132,2006-07,4648.152,GASOLINA C,AC,m3
133,2007-07,5397.269,GASOLINA C,AC,m3
134,2008-07,6349.293,GASOLINA C,AC,m3
135,2009-07,6992.5,GASOLINA C,AC,m3
136,2010-07,8391.3,GASOLINA C,AC,m3
137,2011-07,9384.5,GASOLINA C,AC,m3
138,2012-07,10100.5,GASOLINA C,AC,m3
139,2013-07,10875.0,GASOLINA C,AC,m3
140,2014-07,11808.0,GASOLINA C,AC,m3
141,2015-07,12584.0,GASOLINA C,AC,m3
142,2016-07,11558.8,GASOLINA C,AC,m3
143,2017-07,11698.5,GASOLINA C,AC,m3
144,2018-07,11141.2,GASOLINA C,AC,m3
145,2019-07,12115.7,GASOLINA C,AC,m3
146,2020-07,11745.5,GASOLINA C,AC,m3
147,2000-08,3835.74,GASOLINA C,AC,m3
148,2001-08,3755.668,GASOLINA C,AC,m3
149,2002-08,4584.711,GASOLINA C,AC,m3
150,2003-08,3816.22,GASOLINA C,AC,m3
151,2004-08,4362.524,GASOLINA C,AC,m3
152,2005-08,4729.439,GASOLINA C,AC,m3
153,2006-08,5280.805,GASOLINA C,AC,m3
154,2007-08,5516.291,GASOLINA C,AC,m3
155,2008-08,6214.797,GASOLINA C,AC,m3
156,2009-08,6435.0,GASOLINA C,AC,m3
157,2010-08,8535.0,GASOLINA C,AC,m3
158,2011-08,9588.772,GASOLINA C,AC,m3
159,2012-08,10946.75,GASOLINA C,AC,m3
160,2013-08,11016.0,GASOLINA C,AC,m3
161,2014-08,12071.0,GASOLINA C,AC,m3
162,2015-08,12087.84,GASOLINA C,AC,m3
163,2016-08,12419.5,GASOLINA C,AC,m3
164,2017-08,12313.7,GASOLINA C,AC,m3
165,2018-08,12241.3,GASOLINA C,AC,m3
166,2019-08,12363.5,GASOLINA C,AC,m3
167,2020-08,11762.943,GASOLINA C,AC,m3
168,2000-09,3676.571,GASOLINA C,AC,m3
169,2001-09,3227.582,GASOLINA C,AC,m3
170,2002-09,4649.802,GASOLINA C,AC,m3
171,2003-09,3963.002,GASOLINA C,AC,m3
172,2004-09,4501.775,GASOLINA C,AC,m3
173,2005-09,4353.129,GASOLINA C,AC,m3
174,2006-09,5390.802,GASOLINA C,AC,m3
175,2007-09,5195.105,GASOLINA C,AC,m3
176,2008-09,6596.748,GASOLINA C,AC,m3
177,2009-09,6962.0,GASOLINA C,AC,m3
178,2010-09,9186.0,GASOLINA C,AC,m3
179,2011-09,9069.0,GASOLINA C,AC,m3
180,2012-09,10408.0,GASOLINA C,AC,m3
181,2013-09,10632.0,GASOLINA C,AC,m3
182,2014-09,13068.5,GASOLINA C,AC,m3
183,2015-09,12175.5,GASOLINA C,AC,m3
184,2016-09,11979.992,GASOLINA C,AC,m3
185,2017-09,11668.3,GASOLINA C,AC,m3
186,2018-09,10994.076,GASOLINA C,AC,m3
187,2019-09,11824.5,GASOLINA C,AC,m3
188,2020-09,12501.5,GASOLINA C,AC,m3
189,2000-10,3225.61,GASOLINA C,AC,m3
190,2001-10,3347.465,GASOLINA C,AC,m3
191,2002-10,4451.197,GASOLINA C,AC,m3
192,2003-10,3978.151,GASOLINA C,AC,m3
193,2004-10,4095.396,GASOLINA C,AC,m3
194,2005-10,4018.226,GASOLINA C,AC,m3
195,2006-10,5062.211,GASOLINA C,AC,m3
196,2007-10,5634.26,GASOLINA C,AC,m3
197,2008-10,6766.348,GASOLINA C,AC,m3
198,2009-10,7174.5,GASOLINA C,AC,m3
199,2010-10,8790.0,GASOLINA C,AC,m3
200,2011-10,8894.0,GASOLINA C,AC,m3
201,2012-10,10901.5,GASOLINA C,AC,m3
202,2013-10,11246.5,GASOLINA C,AC,m3
203,2014-10,13163.0,GASOLINA C,AC,m3
204,2015-10,12289.0,GASOLINA C,AC,m3
205,2016-10,11204.2,GASOLINA C,AC,m3
206,2017-10,11596.478,GASOLINA C,AC,m3
207,2018-10,11838.029,GASOLINA C,AC,m3
208,2019-10,12235.4,GASOLINA C,AC,m3
209,2000-11,3289.718,GASOLINA C,AC,m3
210,2001-11,3345.625,GASOLINA C,AC,m3
211,2002-11,3518.68,GASOLINA C,AC,m3
212,2003-11,3638.131,GASOLINA C,AC,m3
213,2004-11,3974.604,GASOLINA C,AC,m3
214,2005-11,4103.277,GASOLINA C,AC,m3
215,2006-11,4938.235,GASOLINA C,AC,m3
216,2007-11,5317.675,GASOLINA C,AC,m3
217,2008-11,5758.853,GASOLINA C,AC,m3
218,2009-11,6422.6,GASOLINA C,AC,m3
219,2010-11,8594.0,GASOLINA C,AC,m3
220,2011-11,9184.0,GASOLINA C,AC,m3
221,2012-11,10464.5,GASOLINA C,AC,m3
222,2013-11,10789.786,GASOLINA C,AC,m3
223,2014-11,11290.5,GASOLINA C,AC,m3
224,2015-11,10555.0,GASOLINA C,AC,m3
225,2016-11,11175.4,GASOLINA C,AC,m3
226,2017-11,11275.126,GASOLINA C,AC,m3
227,2018-11,11367.149,GASOLINA C,AC,m3
228,2019-11,11741.3,GASOLINA C,AC,m3
229,2000-12,3358.346,GASOLINA C,AC,m3
230,2001-12,3158.298,GASOLINA C,AC,m3
231,2002-12,3945.019,GASOLINA C,AC,m3
232,2003-12,4252.201,GASOLINA C,AC,m3
233,2004-12,4304.673,GASOLINA C,AC,m3
234,2005-12,4930.193,GASOLINA C,AC,m3
235,2006-12,4965.07,GASOLINA C,AC,m3
236,2007-12,5656.528,GASOLINA C,AC,m3
237,2008-12,6714.458,GASOLINA C,AC,m3
238,2009-12,7570.436,GASOLINA C,AC,m3
239,2010-12,9701.501,GASOLINA C,AC,m3
240,2011-12,10139.0,GASOLINA C,AC,m3
241,2012-12,10812.5,GASOLINA C,AC,m3
242,2013-12,11644.0,GASOLINA C,AC,m3
243,2014-12,13172.5,GASOLINA C,AC,m3
244,2015-12,12384.0,GASOLINA C,AC,m3
245,2016-12,12511.25,GASOLINA C,AC,m3
246,2017-12,12485.656,GASOLINA C,AC,m3
247,2018-12,11893.352,GASOLINA C,AC,m3
248,2019-12,12658.3,GASOLINA C,AC,m3
